nama;harga;lokasi;toko;rating;terjual
ACER Predator Helios Neo 16 PHN16 15-13500HX 8GB 512GB RTX4050 165Hz;Rp15.999.000;Jakarta Pusat;Anugrah Laptop Official Store;;
Acer Predator Nitro 5 AN515 GTX1650Ti i7 10870 8GB 512GB W10+OHS;Rp14.299.000;Jakarta Utara;ALIENWARE OFFICIAL;;1 terjual
"LENOVO IdeaPad 1 14IGL7 Intel N4020 8GB SSD 512GB 14"" Intel® UHD DOS";Rp4.199.000;Jakarta Pusat;Collins Official;5.0;60+ terjual
Laptop Lenovo LOQ Gaming Ryzen 7 8845HS RTX4050 8GB 512GB SSD IPS W11;Rp17.049.000;Jakarta Barat;Conan Tech;;
Laptop Gaming Editing Lenovo Ideapad 5 Intel Core I5 Ram 8/512gb;Rp6.350.000;Bandung;R-07Store;5.0;1 terjual
Laptop GAMING HP PAVILLION 15 EC0001AX-R5-3550H-8gb-512gb-GTX1050-3gb;Rp10.080.000;Jakarta Pusat;Toni_buynsell;5.0;2 terjual
"Acer Nitro 5 AN515-55-58X3 I5 10300H 8GB 512SSD GTX1650Ti 15,6"" 144hz";Rp13.590.000;Bandung;G_computer;5.0;1 terjual
ACER LAPTOP NITRO V15 ANV15-51-5115 15.6 I5-13420H 8GB 512GB RTX4050;Rp13.849.000;Jakarta Pusat;Trust IT Store;;
Laptop Lenovo Ideapad Gaming 3 AMD Ryzen 5 5500H 8GB SSD 512GB RTX2050;Rp8.999.000;Bandung;Sri Laptop BDG;;
"ACER Nitro V 15 ANV15 51 542G i5-13420H 8GB 512GB RTX2050 15.6"" 144Hz";Rp11.150.000;Makassar;Mugen Computer;;
Acer nitro V15 i5 13420h rtx2050 4gb ram 8gb 512gb ssd 144Hz win11 ohs;Rp10.728.000;Depok;SPIN_LAPTOP;5.0;2 terjual
"Lenovo Ideapad Gaming 3 RTX2050 Ryzen 5 8GB 512SSD 15.6"" FHD IPS 144Hz";Rp9.799.000;Jakarta Utara;Lenovo Yoga Official;5.0;18 terjual
Lenovo Legion Slim 5 16IRH8 | I7 13700H 16GB 512GB SSD RTX4050;Rp21.299.000;Yogyakarta;Lenovo Authorized Yogyakarta Selatan;4.0;2 terjual
LENOVO LOQ Gaming 15IRX9 Core i7 13650HX 8GB 512GB RTX 4050 W11 RESMI;Rp17.399.000;Tasikmalaya;Lenovo Authorized Tasik;;
PRJ Lenovo LOQ 15 Gaming Rtx4050 6gb Ryzen 7 7840HS 8gb 512 ssd Win11;Rp16.499.000;Jakarta Pusat;LAPTOP GADGET ID;;1 terjual
Acer Nitro 5 AN515-58 i5-12500H Ram 8GB SSD 512GB RTX 3050;Rp10.499.000;Tangerang Selatan;Jakarta camera center;5.0;1 terjual
Laptop Lenovo LOQ Gaming i5-12450HX 8GB 512GB SSD ARC A530M IPS W11;Rp11.899.000;Jakarta Barat;Conan Tech;;
asus tuf gaming fx506LHB core i5-10300H ram 8gb ssd 512 gb gtx 1650;Rp8.100.000;Jakarta Pusat;Marvell Station;;
LAPTOP LENOVO IDEAPAD SLIM 1 RYZEN 3 7320 8GB 512SSD 610M W11 14.0FHD;Rp5.439.000;Jakarta Utara;ProStoreComputer;4.9;250+ terjual
LENOVO IDEAPAD SLIM 3 14AMN8 3LID GREY AMD RYZEN 3-7320U 8GB 512GB W11;Rp6.415.000;Surabaya;Lenovo Authorized Store Surabaya;5.0;24 terjual
"LAPTOP LENOVO IdeaPad Slim 3 14IAH8 i5-12450H 8GB 512GB 14"" OHS W11";Rp8.179.000;Jakarta Pusat;Protech Computer;4.9;80+ terjual
"LENOVO IdeaPad Slim 5 14IMH9 Ultra 5-125H 16GB 512GB 14"" WUXGA W11 OHS";Rp13.250.000;Jakarta Pusat;Collins Official;5.0;24 terjual
Dell Alienware M15 Ryzen 7 5800H 32GB 512GB SSD RTX3060 6GB W10HSL OHS;Rp24.849.000;Jakarta Pusat;Intech Nusa Solusi;5.0;1 terjual
LAPTOP GAMING DELL INSPIRON 5577 GTX 1050 4GB DDR5 LAYAR 15 INCH RAM 32GB LAYAR 15 INCH;Rp4.600.000;Jakarta Utara;Unlimited Laptop;;
Lenovo Ideapad Slim 5i Intel Ultra 7 155H 512GB SSD 16GB OLED Win11;Rp14.899.000;Jakarta Barat;Lenovo Authorized Jakarta Barat;5.0;1 terjual
LAPTOP GAMING MSI PULSE GL76 i7-11800H 16GB 1TB RTX3060Ti 6GB 144Hz;Rp24.950.000;;;;1 terjual
Laptop Gaming Hp Pavilion Gaming 15 DK2002TX With RTX 3050 4GB New;Rp12.300.000;;;5.0;5 terjual
Laptop Gaming ASUS VIVOBOOK PRO 15 K3500PC OLED556 RTX3050 4GB;Rp15.750.000;;;;
LENOVO IdeaPad Slim 3 3i 14IAU7 Core i3 1215U 8GB 512GB  - ArcGrey 256GB, NON BUNDLING;Rp6.098.979;Jakarta Pusat;TeknoTrend;5.0;100+ terjual
"LENOVO IdeaPad 1 14AMN7 RYZEN 3-7320U 8GB 256GB 14"" FHD OHS W11";Rp5.449.000;Jakarta Pusat;Protech Computer;4.8;50+ terjual
Lenovo IdeaPad Slim 5 Light 14ABR8 Ryzen 7 7730U 8GB 512GB W11 OHS;Rp9.999.000;Jakarta Pusat;Lenovo Official;5.0;7 terjual
Lenovo Ideapad Slim 3 15 Intel I7-1255U 16GB 512GB SSD IRISXE FHD +OHS - NON BUNDLING;Rp9.549.000;Jakarta Utara;Gateway Indonesia Comp;5.0;12 terjual
"LENOVO IDEAPAD FLEX 5 14IRU8 i5-1335U 16GB 512GB 14"" TOUCH OHS W11";Rp11.999.000;Jakarta Pusat;Protech Computer;4.9;60+ terjual
LENOVO IDEAPAD SLIM 3 14AMN8 3LID GREY AMD RYZEN 3-7320U 8GB 512GB W11;Rp6.415.000;Surabaya;Lenovo Authorized Store Surabaya;5.0;24 terjual
ASUS ROG HERO III G531GU I7-9750 8GB SSD512 GTX1660 6GB;Rp19.397.000;Jakarta Utara;OrKa;5.0;1 terjual
Lenovo IdeaPad Gaming 3 15IAH7 i5-12500 8GB 512GB SSD W11+OHS RTX 3050;Rp14.500.000;Cirebon;Lenovo Authorized Cirebon;5.0;2 terjual
Lenovo LOQ Gaming i5-12450HX 512GB SSD 8GB ARC A530M 144Hz IPS Win11;Rp11.999.000;Jakarta Barat;Sinarmulia Sukses Makmur;5.0;3 terjual
laptop Gaming ASUS VIVOBOOK K413E Core i7 gen11 ram 8gb SSD 512 14inc;Rp11.099.000;Jakarta Timur;UD Part Laptop;;1 terjual
LAPTOP GAMING ASUS ROG ZEPHYRUS M16 GU603Z INTEL i7 12700H RTX3060;Rp16.599.000;Bandung;Eksklusif Komputer;5.0;7 terjual
Laptop BARU  Murah  Lenovo Ideapad Slim 1I RAM 4GB 512GB SSD Win11 Ori;Rp3.699.000;Kab. Tangerang;Spesialis Laptop Official Store;;1 terjual
LENOVO IDEAPAD SLIM 5 14IMH9 ULTRA 7 155H 16GB 512GB W11+OHS ;Rp13.999.000;Jakarta Pusat;Lenovo Legion Official;5.0;12 terjual
Lenovo IdeaPad Slim 5 Light Ryzen 7 7730U RAM 8GB 512GB SSD OHS W11;Rp9.399.000;Jakarta Pusat;Distributor Laptop ID;5.0;30+ terjual
"LENOVO IDEAPAD SLIM 7 PRO 16 TOUCH ARC A370M EVO i7 12700 16GB 1TB 16""";Rp11.199.000;Jakarta Utara;ROGS STORE;4.8;15 terjual
Laptop Gaming GF63 12UC 1077 i5-12450H/512GB/8GB/RTX3050/144Hz;Rp11.090.000;Surabaya;Level99ID;5.0;1 terjual
Laptop Gaming MSI GF63 11th Gen Core I5-11400H 8GB SSD 512GB RTX 3050;Rp8.499.000;Bandung;Sri Laptop BDG;;
Lenovo Legion Slim 5 16 Ryzen 7 8845HS RTX4060 8GB 16GB 512GB -0KID;Rp23.599.000;Jakarta Utara;AMD Official Store;5.0;3 terjual
Lenovo Ideapad Gaming 3 15ACH6 7FID, R5-5500H/8GB/512GB/RTX2050/15.6”;Rp10.399.000;Medan;Lenovo Authorized Medan Barat;5.0;3 terjual
MSI GAMING LAPTOP KATANA GF76-11UC-256 i7-11800H 8GB 512GB RTX3050 W10;Rp17.999.000;Jakarta Pusat;Global Persada System;;1 terjual
"Acer Nitro V 15 ANV15-5 i5-13420H RTX2050 16GB 512GB 15.6"" FHD 144Hz WIN11 OHS21";Rp10.999.000;Semarang;StarComp Semarang;;
LAPTOP LENOVO LEGION 5 PRO 16 RYZEN 7 5800 16GB 512SSD RTX3070 8GB W11;Rp17.699.000;Jakarta Utara;LAPTOP SHOP ID;;
Asus Laptop TUF Gaming F15 FX506HF-I725B6T-O i7-11800H 8GB 512GB W11;Rp11.599.000;Surabaya;MyHartono Tech Zone;;
Lenovo Ideapad Slim 3 14 i3 1215U 8GB 512GB W11+OHS 14.0FHD 2Y;Rp6.099.000;Jakarta Utara;GAMER.ID;4.9;50+ terjual
"Acer Predator Helios Neo 16 PHN16-71-55MQ [16"",i5-13500HX,8GB,512GB]";Rp16.169.000;Jakarta Timur;ARENA_IT;;
ASUS ROG STRIX G513QM RYZEN 9 5900HX 16GB 1TB SSD RTX3060 6GB FHD;Rp16.499.000;Jakarta Pusat;NOTEBOOK GAMING ID;;3 terjual
"LENOVO IdeaPad Slim 3 14IAH8 i5-12450H 16GB 512GB 14"" FHD IPS W11 OHS ";Rp9.499.000;Jakarta Pusat;Lenovo Legion Official;5.0;9 terjual
Lenovo Ideapad Pro 5 Ryzen 7 8845HS RTX3050 1TB SSD 16GB OLED 120Hz Win11+OHS;Rp19.499.000;Tangerang;Lenovo Authorized Tangerang;;
"LENOVO IdeaPad Slim 5 14IRL8 i7-13620H 16GB 512GB UMA 14"" IPS OHS W11";Rp13.199.000;Jakarta Pusat;Protech Computer;5.0;18 terjual
Lenovo Ideapad Slim 3i i5-12450H 512GB SSD 16GB IPS Win11+OHS;Rp9.399.000;Jakarta Barat;Lenovo Authorized Jakarta Barat;5.0;40+ terjual
Asus TUF Gaming F15 FX506HF Core i7 11800H 8GB SSD 512GB RTX2050 Win11;Rp12.397.000;Malang;istana komputer malang;;
Asus rog strix g531gt/i7-9750h/ssd-512gb/ram-8gb/gtx1650/15.6inch;Rp10.500.000;Bandung;GALLERY LAPTOP;5.0;1 terjual
Dell Gaming G15 5535 Ryzen 7 7840 RTX4060 8GB/ 16GB 512GB W11 15.6FHD IPS;Rp17.299.000;Jakarta Utara;royalltech;;
ACER NITRO AN515-58 GEFORCE RTX™ 3050 i5-12500H 8GB 512GB W11 OHS21;Rp11.550.000;Jakarta Utara;Acer Authorized Jakarta Utara;;
ASUS TUF GAMING F15 FX506HC|I5-11400H|8GB|512GB|RTX 3050|144Hz|W10+OHS;Rp12.218.000;Makassar;Smart Media Computer;4.8;10 terjual
"ACER NITRO V ANV15-51 i5 13420H 8GB 512GB RTX4050 4GB 15.6"" W11 OHS";Rp10.675.000;Jakarta Utara;Acer Authorized Jakarta Utara;;
HP Victus Gaming 15 FB1011AX AMD Ryzen 5 7535HS 8GB 512GB RTX2050 144H;Rp10.849.000;Kab. Bogor;IT Galeri Cibinong City Mall;;
Asus ROG Strix G531GT Intel Core i7-9750H Ram 8gb Ssd 512gb;Rp6.385.000;Tangerang;Adrian Laptop store;;
ASUS TUF Gaming F15 FX507ZC4 i5-12500H RTX 3050 8GB 512GB 144Hz W11;Rp12.225.999;Jakarta Pusat;Onestop Gaming;5.0;12 terjual
HP Pavilion Gaming 15-dk0096WM i5-9300H Ram-8GB SSD-512GB 15inch Mulus;Rp5.750.000;Bandung;MasTrisno;;
Lenovo Ideapad Slim 5i Intel Ultra 7 155H 512GB SSD 16GB SSD 100%sRGB;Rp13.899.000;Tangerang;Lenovo Authorized Tangerang;5.0;5 terjual
Lenovo Ideapad Slim 1 Celeron N4020 512GB SSD 8GB WIN 11+OHS;Rp4.799.000;Jakarta Barat;Lenovo Authorized Jakarta Barat;4.9;27 terjual
LENOVO IDEAPAD SLIM 1 14IGL7 INTEL CELERON N4020 8GB 512SSD WIN11+OHS;Rp4.793.000;Surabaya;Lenovo Authorized Store Surabaya;5.0;16 terjual
LENOVO IDEAPAD FLEX 6 i5-8250u /8GB RAM/1TB NVME / TOUCH / FHD / 2IN1;Rp4.300.000;Bogor;Ari speed comp;;
Asus ROG Zephyrus G16 GU605 Ultra 9 185H 16GB 1TB RTX 4070 2.5K 240Hz;Rp35.099.000;Jakarta Pusat;NOTEBOOK GAMING ID;;
LENOVO IDEAPAD GAMING 3 RYZEN 5-5600H 8GB 512 SSD RTX3050 FHD IPS WIN;Rp12.499.000;Jakarta Pusat;KBM 24 STORE;5.0;3 terjual
ASUS ROG Zephyrus G14 GA401QH Ryzen 7 5800H 8GB 512GB SSD VGA W10H 2Yr;Rp17.200.000;Jakarta Pusat;Intech Nusa Solusi;5.0;1 terjual
"Acer Nitro 5 AN515-58 55E6 [i5-12500H/8GB/512SSD/RTX3050/15,6""IPS";Rp13.499.000;Bandung;Funan Van Java;5.0;1 terjual
ASUS ROG ALLY AMD RYZEN Z1 16GB 512GB W11 7.0FHD IPS LED WHITE;Rp8.399.000;Surabaya;Tech Point;;
"LENOVO IdeaPad 1 14IGL7 N4020 8GB SSD 512GB 14"" Intel® UHD W11 OHS";Rp4.599.000;Jakarta Pusat;Collins Official;5.0;18 terjual
Lenovo IdeaPad Gaming 3 15ACH6 82K2027FID R5-5500H/8GB/512GB/RTX2050;Rp10.249.000;Makassar;Lenovo Authorized Makassar;;
HP Pavilion Gaming 15 AMD R5 3550H 8GB SSD 512GB GTX1050;Rp10.997.000;Jakarta Utara;OrKa;5.0;3 terjual
"ASUS GAMING N550JV I7 4700HQ/8GB/SSD 512 GB/VGA NVIDIA GT750/LED15.6"" ";Rp3.900.000;Jakarta Pusat;Microline Computer;;
ASUS GAMING F571GD I5 9300 8GB 512GB SSD GTX 15'6 FHD;Rp11.123.000;Jakarta Utara;OrKa;5.0;2 terjual
Lenovo IdeaPad L340 GAMING Intel Core i5-9300H 8GB SSD 512GB GTX 1050;Rp6.950.000;Bandung;StoryLaptop Bandung;5.0;1 terjual
LENOVO IDEAPAD GAMING 3 15ACH6 GeForce RTX™ - 2050 R5-5500H 8GB 512GB;Rp10.399.000;Jakarta Pusat;Lenovo Authorized Jakarta Pusat;;
ACER Nitro 5 AN515-56 i5 11300 8GB 512SSD GTX1650 W10 OHS;Rp12.649.000;Jakarta Utara;LogiKiosk;5.0;1 terjual
MSI Gaming Bravo 15-C7UCXK/Amd Ryzen 5-7535HS/8gb/512gb/RTX 3050 4GB;Rp11.350.000;Surabaya;ARSY_Comp;;
"BARU! Laptop Gaming Infinix X2 Intel Core i7-1065G7 8GB 512GB 14"" FHD";Rp8.643.720;Jakarta Pusat;Tooruu Store;;
ASUS TUF F15 GAMING FX507ZC4-I535B1M-O RTX3050 i5 12500H 8GB 512GB RAM;Rp13.145.000;Malang;GASOL LAPTOP;;
LENOVO IDEAPAD GAMING 3 15ACH6 7FID R5-5500H 8GB 512GB RTX2050 4GB W11;Rp10.399.000;Jakarta Pusat;Lenovo Authorized Jakarta Pusat;5.0;4 terjual
Lenovo Loq Gaming 15 Rtx3050 Ryzen 5 7640Hs 8Gb 512Gb W11+Ohs 15.6Fhd;Rp7.299.000;Jakarta Utara;Luxe Language;;
LENOVO IDEAPAD SLIM 1 14 R3 7320 8GB 512GB 14.0FHD;Rp5.849.000;Bandung;Agres ID Bandung;5.0;16 terjual
Laptop Dell Inspiron 15 7000 Gaming Intel Core i7-7700HQ 8GB 512GB+1TB;Rp6.550.000;Bandung;StoryLaptop Bandung;;
Lenovo Legion Slim 5 16IRH8 Core i7-13700H 16GB 512GB RTX4060 8GB;Rp24.799.000;Jakarta Pusat;Lenovo Official;4.9;16 terjual
MSI GAMING THIN 15 B13UC 9S7-16R831-1464 CORE i5-13420H RTX3050 8GB 512GB WIN11;Rp11.694.000;Jakarta Pusat;Sukses IT;;
lenovo ideapad slim 1 ryzen 3 7320u ram 8gb ssd 512gb;Rp4.450.000;Tangerang;sandyakala tech;5.0;1 terjual
LENOVO LEGION 5 15 RYZEN 7 7735 RTX4060 8GB/ 16GB 512GB W11 15.6FHD;Rp18.199.000;Jakarta Utara;Gaming Laptop ID;;
LENOVO LOQ 15APH9-37ID RTX4050 AMD Ryzen 5 8645HS 512GB SSD 8GB RAM Gaming Notebook Laptop;Rp16.299.000;Malang;GASOL LAPTOP;;
Acer Nitro V 15 ANV15-51-542G i5-13420H 8GB 512GB RTX2050 W11 OHS2021;Rp11.349.000;Malang;Calosastore;;
"Lenovo Ideapad Gaming 3 15 Ryzen 5500H RTX2050 8Gb 512Gb 15.6"" Fhd";Rp9.749.000;Bogor;Agres ID Bogor;5.0;1 terjual
ACER Nitro V15 ANV15-51-542G Core i5-13420H 512GB SSD 8GB RTX2050 4GB;Rp10.125.000;Malang;istana komputer malang;;
HP VICTUS GAMING 15 FA0116TX GTX1650 4GB/ I5 12500H 8GB 512SSD ;Rp11.700.000;Jakarta Utara;TokoTeknoPro;5.0;6 terjual
LENOVO GAMING LOQ 15AHP9 38ID AMD RYZEN 7-8845HS RTX4050 8GB 512GB WIN;Rp17.363.000;Surabaya;HotdealComp;5.0;1 terjual
ASUS TUF GAMING F15 FX506HC-I535B6T-O11 - I5 11400H 8GB 512SSD RTX3050;Rp12.299.000;Jakarta Pusat;ANUGERAH DIGITAL LESTARI;5.0;1 terjual
Laptop Gaming Editing Asus Vivobook X430FN Intel Core i7 Ram 8/512gb;Rp7.500.000;Bandung;R-07Store;5.0;1 terjual
Asus ROG G512LW i7 10750 16GB 512ssd RTX2070 8GB W10 15.6FHD 144hz;Rp13.799.000;Jakarta Utara;Gaming Laptop ID;5.0;1 terjual
Asus Laptop TUF Gaming F15 FX507ZC4 i5-12500H 512GB 8GB W11 OHS ;Rp12.599.000;Surabaya;MyHartono Tech Zone;;
LENOVO LOQ Gaming 15IRH8 82XV00LQID Core i5 12450H 8GB 512GB 3050 Grey;Rp13.126.666;Banjarmasin;mselectronicstore;;
Lenovo IdeaPad Slim 3i 14IAU7 Core i3-1215U 8GB 512GB W11 OHS;Rp6.699.000;Jakarta Pusat;Lenovo Official;5.0;250+ terjual
Lenovo IdeaPad SLIM 3 14ABR8 RYZEN 7 7730 16GB 512GB W11+OHS;Rp9.999.000;Jakarta Pusat;Lenovo Legion Official;5.0;1 terjual
"LENOVO IdeaPad Slim 5 14IMH9 Ultra 7-155H 16GB 512GB 14"" WUXGA W11 OHS";Rp13.999.000;Jakarta Pusat;Protech Computer;5.0;9 terjual
Lenovo IdeaPad Slim 3 14ABR8 Ryzen 5 7530U 8GB 512GB W11 OHS;Rp8.199.000;Jakarta Pusat;Lenovo Official;5.0;60+ terjual
"LENOVO IDEAPAD SLIM 1 14IGL7 CELERON N4020 4GB 256GB SSD 14"" WIN 11";Rp3.740.000;Surabaya;Murahkom Official;;
"Lenovo IdeaPad Slim 3 14IAU7 Core i3-1215U 8GB 512GB SSD 14"" W11+OHS21";Rp6.259.000;Jakarta Utara;Gimu Gimu Store;5.0;8 terjual
ACER Nitro V 15 ANV15 51 5115 RTX4050 i5 13420H 8/512GB SSD FHD 144Hz - LAPTOP, 8/512GB SSD;Rp14.139.000;;;5.0;80+ terjual
ACER Nitro V 15 ANV15 51 79Y1 RTX2050 i7 13620H 16/512GB SSD FHD 144Hz - LAPTOP, 16/512GB SSD;Rp13.589.000;;;5.0;16 terjual
ACER Nitro V 15 ANV15 51 74ZW RTX4050 i7 13620H 16/512SSD FHD 144Hz - LAPTOP, 16/512GB SSD;Rp16.389.000;;;5.0;8 terjual
LENOVO IdeaPad 5 2 in 1 14IRU9 OLED CORE 5 120U 16GB 512GB W11 OHS WUXGA PEN - 512GB;Rp13.899.000;Jakarta Pusat;Lenovo Legion Official;;
Laptop Dell G3 Inspiron 3579 i5 8300 GTX 1050 gaming design;Rp6.700.000;Jakarta Timur;E-Star;;
Lenovo IdeaPad Flex 5 14IRU8 Core i7-1355U 16GB 512GB W11+OHS;Rp14.599.000;Jakarta Pusat;Lenovo Official;5.0;30+ terjual
"Lenovo Ideapad Slim 3 - Core I5 12450H 16GB 512G SSD 14"" FHD IPS WIN11";Rp8.945.000;Jakarta Utara;Intel Store ID;5.0;30+ terjual
"LENOVO IDEAPAD SLIM 1 15 RYZEN 3 7320 4GB 512GB SSD 15.6""FHD IPS";Rp4.599.000;Jakarta Utara;ROGS STORE;5.0;15 terjual
Asus ROG Zephyrus G14 GA402NJ | Ryzen 7 7735HS RTX3050 16GB 512GB ;Rp19.499.000;Yogyakarta;AGRES ID JOGJA;;3 terjual
Lenovo Legion 5 16 16IRX9 i7-14650HX RTX4060 8GB - 16GB 512GB W11 OHS;Rp25.299.000;Jakarta Utara;Gaming Laptop ID;5.0;2 terjual
Lenovo Ideapad GAMING 3 15ARH7 AMD Ryzen 5-6600H 8GB/512GB RTX 3050;Rp9.799.000;Bandung;backtolaptop BANDUNG;;
"Laptop HP Gaming Victus 15-FA1094TX-15,6""/I5-12450H/8GB/512GB/RTX-2050";Rp10.349.000;Surabaya;Level99ID;;
ASUS ROG STRIX-G15 G513RC-R735B6G-O RYZEN 7-6800H 8GB 512GB RTX3050;Rp20.499.000;Jakarta Pusat;Global Persada System;5.0;2 terjual
"Laptop Gaming Asus ROG Strix G15 Ryzen 7 32GB 4TB SSD 15"" Win11Home";Rp14.299.000;Bandung;BEC Baru;5.0;2 terjual
"LENOVO IDEAPAD SLIM 5 16 TOUCH CORE i7 1355 16GB 1TB SSD 16"" FHD IPS";Rp10.149.000;Jakarta Utara;ROGS STORE;5.0;24 terjual
LENOVO IDEAPAD 5 2-in-1 14AHP9 AMD RYZEN 5-8645H 16GB 512GB TOUCH W11 - 0AID-BLUE;Rp11.512.000;Surabaya;Lenovo Authorized Store Surabaya;;2 terjual
Lenovo IdeaPad Slim 5 14IMH9 Core Ultra 7 155H 16GB 512GB W11 OHS OLED - 512GB;Rp14.899.000;Jakarta Pusat;Lenovo Legion Official;;
LENOVO IDEAPAD SLIM 5 LIGHT 14ABR8 37ID GREY AMD R7-7730U 8GB 512SSD;Rp9.388.000;Surabaya;Lenovo Authorized Store Surabaya;5.0;1 terjual
LENOVO LAPTOP GAMING 3i-F1ID i5-12500H 8GB 512GB RTX3050 W11+OHS;Rp16.999.000;Jakarta Pusat;Global Persada System;5.0;1 terjual
ASUS TUF GAMING A15 FA507RF R725B6M O Ryzen 7 6800HS 8GB 512GB RTX2050;Rp12.699.000;Jakarta Pusat;Best Buy Notebook;;
ACER Nitro V15 ANV15-51-542G RTX2050 Core i5-13420H 512GB SSD 8GB RAM;Rp10.980.000;Malang;GASOL LAPTOP;;
ACER NITRO V 15 I5 13420H RTX4050 6GB 8GB 512GB W11+OHS 15.6FHD 144HZ;Rp14.099.000;Surabaya;Agres ID Surabaya;5.0;1 terjual
LENOVO IDEAPAD GAMING 3 RYZEN 5 5500H RTX2050 8GB 512GB 15.6 W11 OHS;Rp10.190.000;Jakarta Pusat;KING Laptop Store;;
Lenovo LOQ Gaming i5-12450HX 512GB SSD 8GB ARC A530M 144Hz IPS Win11;Rp11.999.000;Jakarta Barat;Lenovo Authorized Jakarta Barat;;
"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 5 5500 8GB 512GB 15.6"" W11";Rp9.999.000;Surabaya;Lenovo Authorized Surabaya Barat;;
LENOVO IDEAPAD SLIM 3 i5 13420H 8GB 512GB SSD 15.6FHD WINDOWS 11;Rp8.249.000;Jakarta Utara;Top Tech;4.9;100+ terjual
LENOVO Ideapad Gaming 3 | R5 5500H RTX2050 8Gb 512Gb 15.6FHD 144Hz;Rp9.799.000;Bandung;Gamer ID Bandung;5.0;2 terjual
LENOVO LOQ Gaming 15APH8 82XT00C9ID Ryzen 7 7840HS 8GB 512GB 3050 W11;Rp13.799.000;Malang;alibabastore.id;;
ASUS ROG STRIX G16 G614JU i7-13650HX 16GB 512GB RTX4050 6GB OHS W11 - DDR5 16GB;Rp22.769.000;Jakarta Pusat;Protech Computer;5.0;50+ terjual
Lenovo IdeaPad Slim 5 14ABR8 82XE0074ID R7-7730U 16GB 512GB W11 OHS;Rp10.799.000;Makassar;AMD Authorized Partner Makassar;;
LENOVO IDEAPAD SLIM 1 14 N4020 8GB 256GB/512GB 14HD;Rp3.939.000;Bandung;Agres ID Bandung;5.0;23 terjual
"LENOVO Loq 15 gaming RTX3050 I7 13650HX 12GB 512GB w11 15"" 100%srgb";Rp15.699.000;Jakarta Utara;Intel Gaming ID;4.7;24 terjual
Asus Rog Zephyrus M16 GU604VI I9 13900HX RTX 4070 8GB 16GB 1TB Win 11;Rp31.499.000;Jakarta Pusat;NOTEBOOK GAMING ID;5.0;1 terjual
Asus ROG GA401QC R935B6G Ryzen 9-5900H/8GB/512GB/RTX3050 Zephyrus G14;Rp20.599.000;Medan;SOFTCOM;5.0;1 terjual
LENOVO GAMING 3 15IHU6 93ID i5 11320H 8GB 512GB SSD RTX3050 15.6FHD;Rp12.990.000;Jakarta Pusat;Digitalzone;5.0;2 terjual
Lenovo LOQ Gaming 15IAX9I Core i5 12450HX intel ARC A530M 8/512GB W11;Rp11.295.000;Malang;istana komputer malang;;
"Lenovo IdeaPad Slim 3 14ABR8 RYZEN 5-7530U 8GB 512GB 14"" FHD OHS W11";Rp8.149.000;Jakarta Pusat;Protech Computer;4.8;6 terjual
Acer Nitro 5 15 AN515 I5 12500H RTX3050 GB/ 8GB 512GB W11+OHS 15.6FHD;Rp13.499.000;Bandung;Clover Gaming Indonesia;;
LAPTOP Acer Nitro 5 AN515 58 Core i5-12500H 8GB 512GB RTX3050 Win11;Rp11.799.000;Surabaya;centro computer;5.0;2 terjual
LENOVO IDEAPAD GAMING 3 15IHU6 GeForce RTX™2050 - I5-11320H 8GB 512GB;Rp11.199.000;Jakarta Pusat;Lenovo Authorized Jakarta Pusat;;
Lenovo IdeaPad Gaming 3 15 Ryzen 5 5500H RTX2050 16GB 512GB W11+OHS;Rp9.799.000;Jakarta Utara;LAPTOP MURAH MURAH;;
ACER ASPIRE 7 GAMING GeForce® GTX 1650 - i5 12450H 8GB 512GB W11+OHS;Rp10.599.000;Surabaya;NVIDIA GeForce Official Surabaya;;
"Lenovo Ideapad Gaming 3i i5-11320H RTX2050 8GB 512GB 15.6""FHD W11 OHS";Rp10.849.000;Jakarta Barat;DJ Teknologi;5.0;20 terjual
ASUS ROG STRIX G15 G513RC RYZEN 7-6800H 8G 512GB RTX3050 144Hz OHS W11;Rp17.899.000;Medan;MEDANGROSIR 2020;;
PROMO LAPTOP Hp EliteBook 840 G5 Core i7-8650U Gen8 RAM 32GB/512GB SSD - 840 G3 i5 6TH, 8GB/256GB;Rp2.550.000;Jakarta Barat;STAR JAYA_ELECTRONIC;4.9;22 terjual
Lenovo Legion Pro 5-16IRX9 3MID i9-14900HX 32GB 1TB RTX 4070 New 2024;Rp35.261.000;Kab. Tangerang;Paradise Store SDC;;
Laptop Lenovo Ideapad 5 Grey AMD Ryzen 5 5500U - RAM 8GB - SSD 1 TB - Win 11 - SSD 256GB;Rp5.800.000;Jakarta Pusat;JUALANDOK Computer;;
Lenovo Legion Slim 7i 16IRH8 | i7-13700H 16GB RAM 1TB SSD RTX4060-8GB;Rp25.367.000;Kab. Tangerang;Paradise Store SDC;;
ASUS ROG ZEPYHRUS S GX502GW I7R72T i7 9750H 32GB 512GB RTX2070 8GB;Rp40.998.000;Jakarta Utara;LAPTOP-OKe;5.0;2 terjual
Dell Laptop Gaming G5-5505 Ryzen 5 4600H 8GB 512GB RX5600M 6GB;Rp6.500.000;Jakarta Pusat;RKWL;;
Asus Rog strik G531GD i7 gen 9 ram 8 gb ssd 512 vga 4 gtx1050 likenew;Rp8.350.000;Bekasi;digital it22;5.0;5 terjual
